CAPEC ID,Description,Cosine Similarity,Severity,Prerequisites
468,Generic Cross-Browser Cross-Domain Theft,0.026,Medium,::No new lines can be present in the injected CSS stringProper HTML or URL escaping of the and ' characters is not presentThe attacker has control of two injection points: pre-string and post-string::
192,Protocol Analysis,0.041,Low,::Access to a binary executable.::The ability to observe and interact with a communication channel between communicating processes.::
463,Padding Oracle Crypto Attack,0.025,High,::The decryption routine does not properly authenticate the message / does not verify its integrity prior to performing the decryption operation::The target system leaks data (in some way) on whether a padding error has occurred when attempting to decrypt the ciphertext.::The padding oracle remains available for enough time / for as many requests as needed for the adversary to decrypt the ciphertext.::
467,Cross Site Identification,0.029,Low,::The victim has an active session with the social networking site.::
2,Inducing Account Lockout,0.025,Medium,::The system has a lockout mechanism.::An attacker must be able to reproduce behavior that would result in an account being locked.::
136,LDAP Injection,0.0,High,"::The target application must accept a string as user input, fail to sanitize characters that have a special meaning in LDAP queries in the user input, and insert the user-supplied string in an LDAP query which is then processed.::"
145,Checksum Spoofing,0.026,Medium,"::The adversary must be able to intercept a message from the sender (keeping the recipient from getting it), modify it, and send the modified message to the recipient.::The sender and recipient must use a checksum to protect the integrity of their message and transmit this checksum in a manner where the adversary can intercept and modify it.::The checksum value must be computable using information known to the adversary. A cryptographic checksum, which uses a key known only to the sender and recipient, would thwart this attack.::"
135,Format String Injection,0.042,High,"::The target application must accept a strings as user input, fail to sanitize string formatting characters in the user input, and process this string using functions that interpret string formatting characters.::"
226,Session Credential Falsification through Manipulation,0.043,Medium,::The targeted application must use session credentials to identify legitimate users.::
503,WebView Exposure,0.027,,"::This type of an attack requires the adversary to convince the user to load the malicious web page inside the target application. Once loaded, the malicious web page will have the same permissions as the target application and will have access to all registered interfaces. Both the permission and the interface must be in place for the functionality to be exposed.::"
302,TCP FIN Scan,0.0,Low,"::FIN scanning requires the use of raw sockets, and thus cannot be performed from some Windows systems (Windows XP SP 2, for example). On Unix and Linux, raw socket manipulations require root privileges.::"
142,DNS Cache Poisoning,0.0,High,::A DNS cache must be vulnerable to some attack that allows the adversary to replace addresses in its lookup table.Client applications must trust the corrupted cashed values and utilize them for their domain name resolutions.::
49,Password Brute Forcing,0.026,High,::An adversary needs to know a username to target.::The system uses password based authentication as the one factor authentication mechanism.::An application does not have a password throttling mechanism in place. A good password throttling mechanism will make it almost impossible computationally to brute force a password as it may either lock out the user after a certain number of incorrect attempts or introduce time out periods. Both of these would make a brute force attack impractical.::
203,Manipulate Registry Information,0.027,Medium,"::The targeted application must rely on values stored in a registry.::The adversary must have a means of elevating permissions in order to access and modify registry content through either administrator privileges (e.g., credentialed access), or a remote access tool capable of editing a registry through an API.::"
511,Infiltration of Software Development Environment,0.023,High,::The victim must use email or removable media from systems running the IDE (or systems adjacent to the IDE systems).::The victim must have a system running exploitable applications and/or a vulnerable configuration to allow for initial infiltration.::The attacker must have working knowledge of some if not all of the components involved in the IDE system as well as the infrastructure.::
206,Signing Malicious Code,0.011,Very High,::The targeted developer must use a signing key to sign code bundles. (Note that not doing this is not a defense - it only means that the attacker does not need to steal the signing key before forging code bundles in the developer's name.)::
508,Shoulder Surfing,0.026,High,"::The adversary typically requires physical proximity to the target's environment, in order to observe their screen or conversation. This may not be the case if the adversary is able to record the target and obtain sensitive information upon review of the recording.::"
9,Buffer Overflow in Local Command-Line Utilities,0.0,High,::The target host exposes a command-line utility to the user.::The command-line utility exposed by the target host has a buffer overflow vulnerability that can be exploited.::
195,Principal Spoof,0.024,Medium,::The target must associate data or activities with a person's identity and the adversary must be able to modify this identity without detection.::
505,Scheme Squatting,0.024,,
140,Bypassing of Intermediate Forms in Multiple-Form Sets,0.034,Medium,::The target must collect information from the user in a series of forms where each form has its own URL that the attacker can anticipate and the application must fail to detect attempts to access intermediate forms without first filling out the previous forms.::
500,WebView Injection,0.020,,"::An adversary must be able install a purpose built malicious application onto the device and convince the user to execute it. The malicious application is designed to target a specific web application and is used to load the target web pages via the WebView component. For example, an adversary may develop an application that interacts with Facebook via WebView and adds a new feature that a user desires. The user would install this 3rd party app instead of the Facebook app.::"
229,Serialized Data Parameter Blowup,0.0,High,::The server accepts input in the form of serialized data and is using a parser with a runtime longer than O(n) for the insertion of a new configuration parameter in the data container.(examples are .NET framework 1.0 and 1.1)::
48,Passing Local Filenames to Functions That Expect a URL,0.020,High,"::The victim's software must not differentiate between the location and type of reference passed the client software, e.g. browser::"
473,Signature Spoof,0.020,,::The victim or victim system is dependent upon a cryptographic signature-based verification system for validation of one or more security events or actions.::The validation can be bypassed via an attacker-provided signature that makes it appear that the legitimate authoritative or reputable source provided the signature.::
110,SQL Injection through SOAP Parameter Tampering,0.061,Very High,::SOAP messages are used as a communication mechanism in the system::SOAP parameters are not properly validated at the service provider::The service provider does not properly utilize parameter binding when building SQL queries::
11,Cause Web Server Misclassification,0.049,High,::Web server software must rely on file name or file extension for processing.::The attacker must be able to make HTTP requests to the web server.::
150,Collect Data from Common Resource Locations,0.0,Medium,"::The targeted applications must either expect files to be located at a specific location or, if the location of the files can be configured by the user, the user either failed to move the files from the default location or placed them in a conventional location for files of the given type.::"
100,Overflow Buffers,0.038,Very High,::Targeted software performs buffer operations.::Targeted software inadequately performs bounds-checking on buffer operations.::Adversary has the capability to influence the input to buffer operations.::
218,Spoofing of UDDI/ebXML Messages,0.0,Medium,::The targeted business's UDDI or ebXML information must be served from a location that the attacker can spoof or compromise or the attacker must be able to intercept and modify unsecured UDDI/ebXML messages in transit.::
479,Malicious Root Certificate,0.019,Low,::The adversary must have the ability to create a new root certificate.::
197,XML Entity Expansion,0.012,Medium,::This type of attack requires that the target must receive XML input but either fail to provide an upper limit for entity expansion or provide a limit that is so large that it does not preclude significant resource consumption.::
474,Signature Spoofing by Key Theft,0.019,High,::An authoritative or reputable signer is storing their private signature key with insufficient protection.::
504,Task Impersonation,0.030,High,::The adversary must already have access to the target system via some means.::A legitimate task must exist that an adversary can impersonate to glean credentials.::The user's privileges allow them to execute certain tasks with elevated privileges.::
499,Intent Intercept,0.031,,::An adversary must be able install a purpose built malicious application onto the Android device and convince the user to execute it. The malicious application is used to intercept implicit intents.::
137,Parameter Injection,0.0,Medium,"::The target application must use a parameter encoding where separators and parameter identifiers are expressed in regular text.::The target application must accept a string as user input, fail to sanitize characters that have a special meaning in the parameter encoding, and insert the user-supplied string in an encoding which is then processed.::"
165,File Manipulation,0.0,Medium,::The target must use the affected file without verifying its integrity.::
493,SOAP Array Blowup,0.028,,"::This type of an attack requires the attacker to know the endpoint of the web service, and be able to reach the endpoint with a malicious SOAP message.::"
494,TCP Fragmentation,0.023,,"::This type of an attack requires the target system to be running a vulnerable implementation of IP, and the attacker needs to ability to send TCP packets of arbitrary size with crafted data.::"
486,UDP Flood,0.024,,::This type of an attack requires the ability to generate a large amount of UDP traffic to send to the desired port of a target service using UDP.::
475,Signature Spoofing by Improper Validation,0.021,High,"::Recipient is using a weak cryptographic signature verification algorithm or a weak implementation of a cryptographic signature verification algorithm, or the configuration of the recipient's application accepts the use of keys generated using cryptographically weak signature verification algorithms.::"
495,UDP Fragmentation,0.023,,::This type of an attack requires the attacker to be able to generate fragmented IP traffic containing crafted data.::
482,TCP Flood,0.021,,::This type of an attack requires the ability to generate a large amount of TCP traffic to send to the target port of a functioning server.::
148,Content Spoofing,0.031,Medium,"::The target must provide content but fail to adequately protect it against modification.The adversary must have the means to alter data to which they are not authorized. If the content is to be modified in transit, the adversary must be able to intercept the targeted messages.::"
141,Cache Poisoning,0.0,High,::The attacker must be able to modify the value stored in a cache to match a desired value.::The targeted application must not be able to detect the illicit modification of the cache and must trust the cache value in its calculations.::
478,Modification of Windows Service Configuration,0.018,High,::The adversary must have the capability to write to the Windows Registry on the targeted system.::
476,Signature Spoofing by Misrepresentation,0.021,High,"::Recipient is using signature verification software that does not clearly indicate potential homographs in the signer identity.Recipient is using signature verification software that contains a parsing vulnerability, or allows control characters in the signer identity field, such that a signature is mistakenly displayed as valid and from a known or authoritative signer.::"
491,XML Quadratic Expansion,0.030,,::This type of attack requires a server that accepts XML data and parses the data.::
492,Regular Expression Exponential Blowup,0.029,,"::This type of an attack requires the ability to identify hosts running a poorly implemented Regex, and the ability to send crafted input to exploit the regular expression.::"
481,Contradictory Destinations in Traffic Routing Schemes,0.019,High,"::An adversary must be aware that their message will be routed using a CDN, and that both of the contradictory domains are served from that CDN.::If the purpose of the Domain Fronting is to hide redirected C2 traffic, the C2 server must have been created in the CDN.::"
94,Man in the Middle Attack,0.0,Very High,::There are two components communicating with each other.::An attacker is able to identify the nature and mechanism of communication between the two target components.::An attacker can eavesdrop on the communication between the target components.::Strong mutual authentication is not used between the two target components yielding opportunity for attacker interposition.::The communication occurs in clear (not encrypted) or with insufficient and spoofable encryption.::
109,Object Relational Mapping Injection,0.0,High,"::An application uses data access layer generated by an ORM tool or framework::An application uses user supplied data in queries executed against the database::The separation between data plane and control plane is not ensured, through either developer error or an underlying weakness in the data access layer code generation framework::"
472,Browser Fingerprinting,0.034,Low,::Victim's browser visits a website that contains attacker's Java ScriptJava Script is not disabled in the victim's browser::
117,Interception,0.0,Medium,::The target must transmit data over a medium that is accessible to the adversary.::
201,Serialized Data External Linking,0.0,High,::The target must follow external entity references without validating the validity of the reference target.::
102,Session Sidejacking,0.021,High,"::An attacker and the victim are both using the same WiFi network.::The victim has an active session with a target system.::The victim is not using a secure channel to communicate with the target system (e.g. SSL, VPN, etc.)::The victim initiated communication with a target system that requires transfer of the session token or the target application uses AJAX and thereby periodically rings home asynchronously using the session token::"
185,Malicious Software Download,0.011,Very High,
16,Dictionary-based Password Attack,0.0,High,::The system uses one factor password based authentication.::The system does not have a sound password policy that is being enforced.::The system does not implement an effective password throttling mechanism.::
480,Escaping Virtualization,0.018,Very High,
25,Forced Deadlock,0.0,High,"::The target host has a deadlock condition. There are four conditions for a deadlock to occur, known as the Coffman conditions. [REF-101]::The target host exposes an API to the user.::"
174,Flash Parameter Injection,0.0,Medium,
24,Filter Failure through Buffer Overflow,0.0,High,::Ability to control the length of data passed to an active filter.::
13,Subverting Environment Variable Values,0.0,Very High,::An environment variable is accessible to the user.::An environment variable used by the application can be tainted with user supplied data.::Input data used in an environment variable is not validated properly.::The variables encapsulation is not done properly. For instance setting a variable as public in a class makes it visible and an attacker may attempt to manipulate that variable.::
187,Malicious Automated Software Update,0.056,High,
108,Command Line Execution through SQL Injection,0.0,Very High,::The application does not properly validate data before storing in the database::Backend application implicitly trusts the data stored in the database::Malicious data is used on the backend as a command line argument::
101,Server Side Include (SSI) Injection,0.002,High,::A web server that supports server side includes and has them enabled::User controllable input that can carry include directives to the web server::
107,Cross Site Tracing,0.0,Very High,::HTTP TRACE is enabled on the web server::The destination system is susceptible to XSS or an adversary can leverage some other weakness to bypass the same origin policy::Scripting is enabled in the client's browser::HTTP is used as the communication protocol between the server and the client::
23,File Content Injection,0.0,Very High,::The target software must consume files.::The adversary must have access to modify files that the target software will consume.::
224,Fingerprinting,0.0,Very Low,::A means by which to interact with the target system directly.::
78,Using Escaped Slashes in Alternate Encoding,0.0,High,"::The application accepts the backlash character as escape character.::The application server does incomplete input data decoding, filtering and validation.::"
220,Client-Server Protocol Manipulation,0.060,Medium,::The client and/or server must utilize a protocol that has a weakness allowing manipulation of the interaction.::
77,Manipulating User-Controlled Variables,0.0,Very High,::A variable consumed by the application server is exposed to the client.::A variable consumed by the application server can be overwritten by the user.::The application server trusts user supplied data to compute business logic.::The application server does not perform proper input validation.::
180,Exploiting Incorrectly Configured Access Control Security Levels,0.0,Medium,"::The target must apply access controls, but incorrectly configure them. However, not all incorrect configurations can be exploited by an attacker. If the incorrect configuration applies too little security to some functionality, then the attacker may be able to exploit it if the access control would be the only thing preventing an attacker's access and it no longer does so. If the incorrect configuration applies too much security, it must prevent legitimate activity and the attacker must be able to force others to require this activity..::"
267,Leverage Alternate Encoding,0.0,High,"::The application's decoder accepts and interprets encoded characters. Data canonicalization, input filtering and validating is not done properly leaving the door open to harmful characters for the target host.::"
247,XSS Using Invalid Characters,0.0,Medium,::The target must fail to remove invalid characters from input and fail to adequately scan beyond these characters.::
20,Encryption Brute Forcing,0.030,Low,::Ciphertext is known.::Encryption algorithm and key size are known.::
200,"Removal of filters: Input filters, output filters, data masking",0.023,Medium,"::The target application must utilize some sort of filtering mechanism (input, output, or data masking).::"
228,DTD Injection,0.027,Medium,::The target must be running an XML based application that leverages DTDs.::
216,Communication Channel Manipulation,0.0,,"::The target application must leverage an open communications channel.::The channel on which the target communicates must be vulnerable to interception (e.g., man in the middle attack).::"
95,WSDL Scanning,0.0,High,::A client program connecting to a web service can read the WSDL to determine what functions are available on the server.::The target host exposes vulnerable functions within its WSDL interface.::
298,UDP Ping,0.0,Low,::The adversary requires the ability to send a UDP datagram to a remote host and receive a response.::The adversary requires the ability to craft custom UDP Packets for use during network reconnaissance.::The target's firewall must not be configured to block egress ICMP messages.::
114,Authentication Abuse,0.0,Medium,"::An authentication mechanism or subsystem implementing some form of authentication such as passwords, digest authentication, security certificates, etc. which is flawed in some way.::"
111,JSON Hijacking (aka JavaScript Hijacking),0.074,High,::JSON is used as a transport mechanism between the client and the server::The target server cannot differentiate real requests from forged requests::The JSON object returned from the server can be accessed by the attackers' malicious code via a script tag::
196,Session Credential Falsification through Forging,0.016,Medium,::The targeted application must use session credentials to identify legitimate users. Session identifiers that remains unchanged when the privilege levels change. Predictable session identifiers.::
115,Authentication Bypass,0.051,Medium,"::An authentication mechanism or subsystem implementing some form of authentication such as passwords, digest authentication, security certificates, etc.::"
79,Using Slashes in Alternate Encoding,0.0,High,::The application server accepts paths to locate resources.::The application server does insufficient input data validation on the resource path requested by the user.::The access right to resources are not set properly.::
89,Pharming,0.0,Very High,::Vulnerable DNS software or improperly protected hosts file or router that can be poisoned::A website that handles sensitive information but does not use a secure connection and a certificate that is valid is also prone to pharming::
199,XSS Using Alternate Syntax,0.033,High,::Target client software must allow scripting such as JavaScript.::
112,Brute Force,0.095,High,"::The attacker must be able to determine when they have successfully guessed the secret. As such, one-time pads are immune to this type of attack since there is no way to determine when a guess is correct.::"
198,XSS Targeting Error Pages,0.009,Medium,::A third party web server which fails to adequately sanitize messages sent in error pages.::The victim must be made to execute a query crafted by the attacker which results in the infected error report.::
477,Signature Spoofing by Mixing Signed and Unsigned Content,0.018,High,::Signer and recipient are using complex data storage structures that allow for a mix between signed and unsigned data::Recipient is using signature verification software that does not maintain separation between signed and unsigned data once the signature has been verified.::
485,Signature Spoofing by Key Recreation,0.017,High,::An authoritative signer is using a weak method of random number generation or weak signing software that causes key leakage or permits key inference.::An authoritative signer is using a signature algorithm with a direct weakness or with poorly chosen parameters that enable the key to be recovered using signatures from that signer.::
487,ICMP Flood,0.017,,::This type of an attack requires the ability to generate a large amount of ICMP traffic to send to the target server.::
488,HTTP Flood,0.036,,::This type of an attack requires the ability to generate a large amount of HTTP traffic to send to a target server.::
489,SSL Flood,0.029,,::This type of an attack requires the ability to generate a large amount of SSL traffic to send a target server.::
496,ICMP Fragmentation,0.035,,"::This type of an attack requires the target system to be running a vulnerable implementation of IP, and the attacker needs to ability to send arbitrary sized ICMP packets to the target.::"
497,File Discovery,0.030,Very Low,::The adversary must know the location of these common key files.::
498,Probe iOS Screenshots,0.030,,::This type of an attack requires physical access to a device to either excavate the image files (potentially by leveraging a Jailbreak) or view the screenshots through the multitasking switcher (by double tapping the home button on the device).::
5,Blue Boxing,0.032,Very High,::System must use weak authentication mechanisms for administrative functions.::
502,Intent Spoof,0.030,,::An adversary must be able install a purpose built malicious application onto the Android device and convince the user to execute it. The malicious application will be used to issue spoofed intents.::
507,Physical Theft,0.028,,::This type of attack requires the existence of a physical target that an adversary believes hosts something of value.::
517,Documentation Alteration to Circumvent Dial-down,0.025,High,::Advanced knowledge of internal software and hardware components within manufacturer's development environment.::Access to the manufacturer's documentation.::
poof,0.057,,::An adversary must be able install a purpose built malicious application onto the Android device and convince the user to execute it. The malicious application will be used to issue spoofed intents.::
507,Physical Theft,0.063,,::This type of attack requires the existence of a physical target that an adversary believes hosts something of value.::
517,Documentation Alteration to Circumvent Dial-down,0.024,High,::Advanced knowledge of internal software and hardware components within manufacturer's development environment.::Access to the manufacturer's documentation.::
